timestamp,distance_cm
25.04.26 20.16.14,11.01
25.04.26 20.16.15,7.93
25.04.26 20.16.16,10.12
25.04.26 20.16.17,12.95
25.04.26 20.16.18,10.70
25.04.26 20.16.19,16.74
25.04.26 20.16.20,5.96
25.04.26 20.16.21,9.22
25.04.26 20.16.22,7.28
25.04.26 20.16.23,11.44
25.04.26 20.16.24,7.43
25.04.26 20.16.25,8.43
25.04.26 20.16.26,8.78
25.04.26 20.16.27,10.36
25.04.26 20.16.28,9.62
25.04.26 20.16.29,11.95
25.04.26 20.16.30,7.86
25.04.26 20.16.31,10.80
25.04.26 20.16.32,9.57
25.04.26 20.16.33,6.13
25.04.26 20.16.34,12.22
25.04.26 20.16.35,8.53
25.04.26 20.16.36,10.30
25.04.26 20.16.37,8.16
25.04.26 20.16.38,15.63
25.04.26 20.16.39,13.24
25.04.26 20.16.40,9.03
25.04.26 20.16.41,10.55
25.04.26 20.16.42,10.58
25.04.26 20.16.43,7.19
25.04.26 20.16.44,11.27
25.04.26 20.16.45,10.08
25.04.26 20.16.46,12.15
25.04.26 20.16.47,9.69
25.04.26 20.16.48,7.70
25.04.26 20.16.49,8.47
25.04.26 20.16.50,7.57
25.04.26 20.16.51,10.29
25.04.26 20.16.52,11.44
25.04.26 20.16.53,7.16
25.04.26 20.16.54,10.77
25.04.26 20.16.55,11.45
25.04.26 20.16.56,10.90
25.04.26 20.16.57,7.28
25.04.26 20.16.58,13.40
25.04.26 20.16.59,10.70
25.04.26 20.17.00,6.80
25.04.26 20.17.01,8.85
25.04.26 20.17.02,8.79
25.04.26 20.17.03,9.52
25.04.26 20.17.04,12.93
25.04.26 20.17.05,10.49
25.04.26 20.17.06,9.71
25.04.26 20.17.07,13.15
25.04.26 20.17.08,10.98
25.04.26 20.17.09,14.23
25.04.26 20.17.10,10.22
25.04.26 20.17.11,13.23
25.04.26 20.17.12,5.85
25.04.26 20.17.13,11.50
25.04.26 20.17.14,9.65
25.04.26 20.17.15,10.56
25.04.26 20.17.16,10.87
25.04.26 20.17.17,11.33
25.04.26 20.17.18,13.29
25.04.26 20.17.19,11.14
25.04.26 20.17.20,10.03
25.04.26 20.17.21,11.02
25.04.26 20.17.22,8.23
25.04.26 20.17.23,13.85
25.04.26 20.17.24,8.71
25.04.26 20.17.25,
25.04.26 20.17.26,12.53
25.04.26 20.17.27,11.21
25.04.26 20.17.28,8.78
25.04.26 20.17.29,8.61
25.04.26 20.17.30,12.32
25.04.26 20.17.31,10.82
25.04.26 20.17.32,9.13
25.04.26 20.17.33,8.41
25.04.26 20.17.34,8.71
25.04.26 20.17.35,10.39
25.04.26 20.17.36,14.84
25.04.26 20.17.37,7.58
25.04.26 20.17.38,5.35
25.04.26 20.17.39,10.07
25.04.26 20.17.40,8.76
25.04.26 20.17.41,9.28
25.04.26 20.17.42,7.74
25.04.26 20.17.43,12.57
25.04.26 20.17.44,9.04
25.04.26 20.17.45,10.97
25.04.26 20.17.46,13.14
25.04.26 20.17.47,9.55
25.04.26 20.17.48,8.36
25.04.26 20.17.49,9.73
25.04.26 20.17.50,9.80
25.04.26 20.17.51,11.06
25.04.26 20.17.52,10.01
25.04.26 20.17.53,10.19
25.04.26 20.17.54,9.08
25.04.26 20.17.55,10.41
25.04.26 20.17.56,10.66
25.04.26 20.17.57,11.10
25.04.26 20.17.58,6.67
25.04.26 20.17.59,7.63
25.04.26 20.18.00,7.17
25.04.26 20.18.01,11.91
25.04.26 20.18.02,7.68
25.04.26 20.18.03,9.14
25.04.26 20.18.04,9.96
25.04.26 20.18.05,7.09
25.04.26 20.18.06,8.99
25.04.26 20.18.07,15.06
25.04.26 20.18.08,10.10
25.04.26 20.18.09,13.58
25.04.26 20.18.10,9.01
25.04.26 20.18.11,11.27
25.04.26 20.18.12,9.07
25.04.26 20.18.13,10.50
25.04.26 20.18.14,11.59
25.04.26 20.18.15,9.10
25.04.26 20.18.16,11.05
25.04.26 20.18.17,9.36
25.04.26 20.18.18,10.51
25.04.26 20.18.19,12.03
25.04.26 20.18.20,12.80
25.04.26 20.18.21,12.10
25.04.26 20.18.22,9.93
25.04.26 20.18.23,12.58
25.04.26 20.18.24,11.83
25.04.26 20.18.25,9.02
25.04.26 20.18.26,7.90
25.04.26 20.18.27,6.60
25.04.26 20.18.28,13.52
25.04.26 20.18.29,6.90
25.04.26 20.18.30,9.56
25.04.26 20.18.31,10.78
25.04.26 20.18.32,7.60
25.04.26 20.18.33,13.35
25.04.26 20.18.34,14.79
25.04.26 20.18.35,10.27
25.04.26 20.18.36,9.60
25.04.26 20.18.37,8.56
25.04.26 20.18.38,10.77
25.04.26 20.18.39,5.81
25.04.26 20.18.40,10.16
25.04.26 20.18.41,11.46
25.04.26 20.18.43,10.50
25.04.26 20.18.44,10.99
25.04.26 20.18.45,10.67
25.04.26 20.18.46,9.18
25.04.26 20.18.47,11.35
25.04.26 20.18.48,8.34
25.04.26 20.18.49,7.96
25.04.26 20.18.50,8.68
25.04.26 20.18.51,10.52
25.04.26 20.18.52,6.38
25.04.26 20.18.53,7.65
25.04.26 20.18.54,7.76
25.04.26 20.18.55,10.29
25.04.26 20.18.56,
25.04.26 20.18.57,7.79
25.04.26 20.18.58,7.39
25.04.26 20.18.59,8.09
25.04.26 20.19.00,8.85
25.04.26 20.19.01,7.63
25.04.26 20.19.02,10.35
25.04.26 20.19.03,9.62
25.04.26 20.19.04,12.38
25.04.26 20.19.05,13.39
25.04.26 20.19.06,9.65
25.04.26 20.19.07,10.96
25.04.26 20.19.08,11.26
25.04.26 20.19.09,10.18
25.04.26 20.19.10,8.47
25.04.26 20.19.11,10.71
25.04.26 20.19.12,7.45
25.04.26 20.19.13,10.78
25.04.26 20.19.14,9.69
25.04.26 20.19.15,10.35
25.04.26 20.19.16,10.20
25.04.26 20.19.17,12.75
25.04.26 20.19.18,8.48
25.04.26 20.19.19,11.66
25.04.26 20.19.20,10.17
25.04.26 20.19.21,12.89
25.04.26 20.19.22,7.39
25.04.26 20.19.23,9.78
25.04.26 20.19.24,10.71
25.04.26 20.19.25,9.97
25.04.26 20.19.26,6.91
25.04.26 20.19.27,8.70
25.04.26 20.19.28,8.32
25.04.26 20.19.29,13.69
25.04.26 20.19.30,10.21
25.04.26 20.19.31,7.96
25.04.26 20.19.32,11.50
25.04.26 20.19.33,9.16
25.04.26 20.19.34,12.59
25.04.26 20.19.35,8.40
25.04.26 20.19.36,7.87
25.04.26 20.19.37,"8,92"
25.04.26 20.19.38,10.99
25.04.26 20.19.39,10.99
25.04.26 20.19.40,12.70
25.04.26 20.19.41,13.97
25.04.26 20.19.42,11.24
25.04.26 20.19.43,8.63
25.04.26 20.19.44,11.82
25.04.26 20.19.45,10.13
25.04.26 20.19.46,10.06
25.04.26 20.19.47,9.81
25.04.26 20.19.48,7.97
25.04.26 20.19.49,8.38
25.04.26 20.19.50,7.57
25.04.26 20.19.51,6.47
25.04.26 20.19.52,10.48
25.04.26 20.19.53,12.94
25.04.26 20.19.54,10.82
25.04.26 20.19.55,11.34
25.04.26 20.19.56,14.06
25.04.26 20.19.57,7.93
25.04.26 20.19.58,13.15
25.04.26 20.19.59,12.47
25.04.26 20.20.00,10.00
25.04.26 20.20.01,7.76
25.04.26 20.20.02,"10,99"
25.04.26 20.20.03,14.89
25.04.26 20.20.04,11.97
25.04.26 20.20.05,8.39
25.04.26 20.20.06,11.45
25.04.26 20.20.07,9.50
25.04.26 20.20.08,11.22
25.04.26 20.20.09,8.00
25.04.26 20.20.10,11.11
25.04.26 20.20.11,9.05
25.04.26 20.20.12,6.01
25.04.26 20.20.13,10.05
25.04.26 20.20.14,8.45
25.04.26 20.20.15,7.73
25.04.26 20.20.16,7.07
25.04.26 20.20.17,8.85
25.04.26 20.20.18,9.22
25.04.26 20.20.19,10.32
25.04.26 20.20.20,8.66
25.04.26 20.20.21,8.23
25.04.26 20.20.22,8.98
25.04.26 20.20.23,10.08
25.04.26 20.20.24,
2025-04-26 20:20:25,10.15
25.04.26 20.20.26,7.89
25.04.26 20.20.27,7.29
25.04.26 20.20.28,11.06
25.04.26 20.20.29,10.66
25.04.26 20.20.30,6.03
25.04.26 20.20.31,10.23
25.04.26 20.20.32,9.50
25.04.26 20.20.33,7.38
25.04.26 20.20.34,13.38
25.04.26 20.20.35,6.57
25.04.26 20.20.36,11.72
25.04.26 20.20.37,8.00
25.04.26 20.20.38,7.55
25.04.26 20.20.39,10.05
25.04.26 20.20.40,7.80
25.04.26 20.20.41,12.35
25.04.26 20.20.42,12.14
25.04.26 20.20.43,9.18
25.04.26 20.20.44,10.41
25.04.26 20.20.45,11.31
25.04.26 20.20.46,7.61
25.04.26 20.20.47,12.73
25.04.26 20.20.48,8.62
25.04.26 20.20.49,9.68
25.04.26 20.20.50,9.49
25.04.26 20.20.51,8.67
25.04.26 20.20.52,8.75
25.04.26 20.20.53,10.66
25.04.26 20.20.54,10.94
25.04.26 20.20.55,7.61
25.04.26 20.20.56,9.66
25.04.26 20.20.57,7.89
25.04.26 20.20.58,7.88
25.04.26 20.20.59,13.26
25.04.26 20.21.00,9.39
25.04.26 20.21.01,7.45
25.04.26 20.21.02,10.70
25.04.26 20.21.03,9.00
25.04.26 20.21.04,10.04
25.04.26 20.21.05,7.86
25.04.26 20.21.06,9.87
25.04.26 20.21.07,11.59
25.04.26 20.21.08,11.66
25.04.26 20.21.09,12.40
25.04.26 20.21.10,9.21
25.04.26 20.21.11,8.64
25.04.26 20.21.12,9.90
25.04.26 20.21.13,9.71
25.04.26 20.21.14,9.32
25.04.26 20.21.15,7.85
25.04.26 20.21.16,13.84
25.04.26 20.21.17,10.43
25.04.26 20.21.18,6.50
25.04.26 20.21.19,9.92
25.04.26 20.21.20,11.74
25.04.26 20.21.21,15.00
25.04.26 20.21.22,10.27
25.04.26 20.21.23,11.57
25.04.26 20.21.24,10.80
25.04.26 20.21.25,8.79
25.04.26 20.21.26,10.70
25.04.26 20.21.27,9.55
25.04.26 20.21.28,8.44
25.04.26 20.21.29,10.37
25.04.26 20.21.30,10.43
25.04.26 20.21.31,11.45
25.04.26 20.21.32,11.81
25.04.27 08.11.46,8.15
25.04.27 08.11.47,12.81
25.04.27 08.11.48,8.71
25.04.27 08.11.49,7.82
25.04.27 08.11.50,"6,34"
25.04.27 08.11.51,12.35
25.04.27 08.11.52,9.49
25.04.27 08.11.53,7.59
25.04.27 08.11.54,8.31
25.04.27 08.11.55,8.13
25.04.27 08.11.56,13.84
25.04.27 08.11.57,11.33
25.04.27 08.11.58,10.90
25.04.27 08.11.59,10.98
25.04.27 08.12.00,12.70
25.04.27 08.12.01,14.45
25.04.27 08.12.02,10.33
25.04.27 08.12.03,9.35
25.04.27 08.12.04,13.71
25.04.27 08.12.05,8.79
25.04.27 08.12.06,12.11
25.04.27 08.12.07,7.81
25.04.27 08.12.08,10.60
25.04.27 08.12.09,9.93
25.04.27 08.12.10,9.49
25.04.27 08.12.11,10.45
25.04.27 08.12.12,9.10
25.04.27 08.12.13,6.23
25.04.27 08.12.14,11.67
25.04.27 08.12.15,9.35
25.04.27 08.12.16,9.77
25.04.27 08.12.17,13.24
25.04.27 08.12.18,9.52
25.04.27 08.12.19,10.73
25.04.27 08.12.20,8.33
25.04.27 08.12.21,14.47
25.04.27 08.12.22,8.69
25.04.27 08.12.23,7.79
25.04.27 08.12.24,4.67
25.04.27 08.12.25,11.26
25.04.27 08.12.26,10.93
25.04.27 08.12.27,9.51
25.04.27 08.12.28,9.51
25.04.27 08.12.29,9.15
25.04.27 08.12.30,13.34
25.04.27 08.12.31,8.58
25.04.27 08.12.32,9.52
25.04.27 08.12.33,6.06
25.04.27 08.12.34,11.04
25.04.27 08.12.35,9.89
25.04.27 08.12.36,11.10
25.04.27 08.12.37,10.87
25.04.27 08.12.38,10.53
25.04.27 08.12.39,8.56
25.04.27 08.12.40,8.65
25.04.27 08.12.41,11.12
25.04.27 08.12.42,8.89
25.04.27 08.12.43,11.17
25.04.27 08.12.44,10.29
25.04.27 08.12.45,11.40
25.04.27 08.12.46,7.75
25.04.27 08.12.47,9.07
25.04.27 08.12.48,10.00
25.04.27 08.12.49,8.42
25.04.27 08.12.50,9.17
25.04.27 08.12.51,8.98
25.04.27 08.12.52,10.60
25.04.27 08.12.53,10.49
25.04.27 08.12.54,10.10
25.04.27 08.12.55,7.83
25.04.27 08.12.56,8.66
25.04.27 08.12.57,8.46
25.04.27 08.12.58,12.95
25.04.27 08.12.59,7.12
25.04.27 08.13.00,7.76
25.04.27 08.13.01,9.90
25.04.27 08.13.02,7.90
25.04.27 08.13.03,8.67
25.04.27 08.13.04,8.48
25.04.27 08.13.05,6.16
25.04.27 08.13.06,10.00
25.04.27 08.13.07,6.85
25.04.27 08.13.08,14.13
25.04.27 08.13.09,8.90
25.04.27 08.13.10,9.21
25.04.27 08.13.11,8.17
25.04.27 08.13.12,10.03
25.04.27 08.13.13,10.55
25.04.27 08.13.14,6.39
25.04.27 08.13.15,10.57
25.04.27 08.13.16,10.57
25.04.27 08.13.17,6.92
25.04.27 08.13.18,10.77
25.04.27 08.13.19,7.41
25.04.27 08.13.20,8.93
25.04.27 08.13.21,8.83
25.04.27 08.13.22,7.33
25.04.27 08.13.23,7.68
25.04.27 08.13.24,14.33
25.04.27 08.13.25,6.38
25.04.27 08.13.26,11.71
2025-04-27 08:13:27,9.63
25.04.27 08.13.28,13.12
25.04.27 08.13.29,12.27
25.04.27 08.13.30,7.42
25.04.27 08.13.31,8.56
25.04.27 08.13.32,11.75
25.04.27 08.13.33,9.92
25.04.27 08.13.34,7.98
25.04.27 08.13.35,8.37
25.04.27 08.13.36,14.32
25.04.27 08.13.37,9.86
25.04.27 08.13.38,9.93
25.04.27 08.13.39,"11,33"
25.04.27 08.13.40,7.39
25.04.27 08.13.41,13.06
25.04.27 08.13.42,5.62
25.04.27 08.13.43,12.70
25.04.27 08.13.44,11.02
25.04.27 08.13.45,11.60
25.04.27 08.13.46,8.84
25.04.27 08.13.47,8.60
25.04.27 08.13.48,13.22
25.04.27 08.13.49,15.53
25.04.27 08.13.50,10.38
25.04.27 08.13.51,12.59
25.04.27 08.13.52,10.55
25.04.27 08.13.53,8.73
25.04.27 08.13.54,13.67
25.04.27 08.13.55,9.49
25.04.27 08.13.56,
25.04.27 08.13.57,10.33
25.04.27 08.13.58,11.01
25.04.27 08.13.59,9.15
25.04.27 08.14.00,10.50
25.04.27 08.14.01,8.12
25.04.27 08.14.02,13.55
25.04.27 08.14.03,10.66
25.04.27 08.14.04,9.89
25.04.27 08.14.05,11.21
25.04.27 08.14.06,11.39
25.04.27 08.14.07,8.74
25.04.27 08.14.08,7.61
25.04.27 08.14.09,9.05
25.04.27 08.14.10,11.72
25.04.27 08.14.11,9.48
25.04.27 08.14.12,7.69
25.04.27 08.14.13,10.32
25.04.27 08.14.14,13.36
25.04.27 08.14.15,9.86
25.04.27 08.14.16,6.66
25.04.27 08.14.17,8.26
25.04.27 08.14.18,8.92
25.04.27 08.14.19,9.99
25.04.27 08.14.20,11.03
25.04.27 08.14.21,11.54
25.04.27 08.14.22,9.75
25.04.27 08.14.23,8.14
25.04.27 08.14.24,6.61
25.04.27 08.14.25,10.42
25.04.27 08.14.26,6.56
25.04.27 08.14.27,13.41
25.04.27 08.14.28,12.20
25.04.27 08.14.29,12.85
25.04.27 08.14.30,9.51
25.04.27 08.14.31,10.10
25.04.27 08.14.32,7.53
25.04.27 08.14.33,11.65
25.04.27 08.14.34,6.78
25.04.27 08.14.35,9.49
25.04.27 08.14.36,8.06
25.04.27 08.14.37,12.90
25.04.27 08.14.38,10.76
25.04.27 08.14.39,10.50
25.04.27 08.14.40,9.32
25.04.27 08.14.41,11.40
25.04.27 08.14.42,13.01
25.04.27 08.14.43,13.09
25.04.27 08.14.44,15.15
25.04.27 08.14.45,7.94
25.04.27 08.14.46,8.76
25.04.27 08.14.47,11.52
25.04.27 08.14.48,10.02
25.04.27 08.14.49,10.61
25.04.27 08.14.50,6.98
25.04.27 08.14.51,11.61
25.04.27 08.14.52,9.01
25.04.27 08.14.53,10.83
25.04.27 08.14.54,9.61
25.04.27 08.14.55,7.80
25.04.27 08.14.56,13.39
25.04.27 08.14.57,11.21
25.04.27 08.14.58,9.96
25.04.27 08.14.59,8.00
25.04.27 08.15.00,11.49
25.04.27 08.15.01,10.93
25.04.27 08.15.02,8.17
25.04.27 08.15.03,10.91
25.04.27 08.15.04,9.77
25.04.27 08.15.05,10.84
25.04.27 08.15.06,11.05
25.04.27 08.15.07,8.67
25.04.27 08.15.08,10.91
25.04.27 08.15.09,12.91
25.04.27 08.15.10,11.37
25.04.27 08.15.11,10.02
25.04.27 08.15.12,10.12
25.04.27 08.15.13,13.08
25.04.27 08.15.14,12.98
25.04.27 08.15.15,7.87
25.04.27 08.15.16,11.01
25.04.27 08.15.17,9.48
25.04.27 08.15.18,7.51
25.04.27 08.15.19,11.66
25.04.27 08.15.20,11.11
25.04.27 08.15.21,8.82
25.04.27 08.15.22,9.49
25.04.27 08.15.23,12.34
25.04.27 08.15.24,9.19
25.04.27 08.15.25,8.80
25.04.27 08.15.26,7.74
25.04.27 08.15.27,11.14
25.04.27 08.15.28,7.10
25.04.27 08.15.29,7.10
25.04.27 08.15.30,9.53
25.04.27 08.15.31,8.75
25.04.27 08.15.32,7.27
25.04.27 08.15.33,7.79
25.04.27 08.15.34,6.66
25.04.27 08.15.35,10.31
25.04.27 08.15.37,7.51
25.04.27 08.15.38,9.69
25.04.27 08.15.39,9.53
25.04.27 08.15.40,10.19
25.04.27 08.15.41,13.87
25.04.27 08.15.42,8.70
25.04.27 08.15.43,4.04
25.04.27 08.15.45,7.41
25.04.27 08.15.46,11.41
25.04.27 08.15.47,8.13
25.04.27 08.15.48,10.04
25.04.27 08.15.49,9.25
25.04.27 08.15.50,9.02
25.04.27 08.15.51,6.40
25.04.27 08.15.52,8.84
25.04.27 08.15.53,7.65
25.04.27 08.15.54,10.63
25.04.27 08.15.55,14.06
25.04.27 08.15.56,9.82
25.04.27 08.15.57,13.38
25.04.27 08.15.58,6.38
25.04.27 08.15.59,10.35
25.04.27 08.16.00,9.17
25.04.27 08.16.01,8.50
25.04.27 08.16.02,5.87
25.04.27 08.16.03,10.85
25.04.27 08.16.04,11.65
25.04.27 08.16.05,10.14
25.04.27 08.16.06,6.80
25.04.27 08.16.07,8.04
25.04.27 08.16.08,9.03
25.04.27 08.16.09,12.25
25.04.27 08.16.10,7.42
25.04.27 08.16.12,12.51
25.04.27 08.16.13,9.78
25.04.27 08.16.14,10.47
25.04.27 08.16.15,9.54
25.04.27 08.16.16,7.30
25.04.27 08.16.17,10.07
25.04.27 08.16.18,8.16
25.04.27 08.16.19,11.82
25.04.27 08.16.20,11.79
25.04.27 08.16.21,10.03
25.04.27 08.16.22,9.04
25.04.27 08.16.23,11.10
25.04.27 08.16.24,8.54
25.04.27 08.16.25,4.70
25.04.27 08.16.26,7.97
25.04.27 08.16.27,9.07
25.04.27 08.16.28,7.65
25.04.27 08.16.29,12.52
25.04.27 08.16.30,6.88
25.04.27 08.16.31,10.65
25.04.27 08.16.32,10.00
25.04.27 08.16.33,7.66
25.04.27 08.16.34,9.92
25.04.27 08.16.35,7.71
25.04.27 08.16.36,10.08
25.04.27 08.16.37,10.01
25.04.27 08.16.38,6.25
25.04.27 08.16.39,6.15
25.04.27 08.16.40,12.87
25.04.27 08.16.41,10.71
25.04.27 08.16.42,8.69
25.04.27 08.16.43,9.24
25.04.27 08.16.44,9.00
25.04.27 08.16.45,11.83
25.04.27 08.16.46,9.06
25.04.27 08.16.47,7.01
25.04.27 08.16.48,8.94
25.04.27 08.16.49,8.29
25.04.27 08.16.50,9.53
25.04.27 08.16.51,12.66
25.04.27 08.16.52,7.10
25.04.27 08.16.53,7.68
25.04.27 08.16.54,11.19
25.04.27 08.16.55,8.14
25.04.27 08.16.56,12.09
25.04.27 08.16.57,11.88
25.04.27 08.16.58,11.31
25.04.27 08.16.59,12.34
25.04.27 08.17.00,11.75
25.04.27 08.17.01,8.67
25.04.27 08.17.02,14.73
25.04.27 08.17.03,7.27
25.04.27 08.17.04,9.92
25.04.27 08.17.05,9.38
25.04.27 08.17.06,13.13
25.04.27 08.17.07,11.22
25.04.27 08.17.08,11.40
25.04.27 08.17.09,11.21
25.04.27 08.17.10,8.45
25.04.27 08.17.11,8.43
25.04.27 08.17.12,13.79
25.04.27 08.17.13,12.95
25.04.27 08.17.14,9.71
25.04.27 08.17.15,8.51
25.04.27 08.17.16,10.50
25.04.27 08.17.17,12.62
25.04.27 08.17.18,10.85
25.04.27 08.17.19,9.01
25.04.27 08.17.20,10.02
25.04.27 08.17.21,10.17
25.04.27 08.17.22,13.23
25.04.27 08.17.23,8.07
25.04.27 08.17.24,10.27
25.04.27 08.17.25,11.56
25.04.27 08.17.26,7.93
25.04.27 08.17.27,8.94
25.04.27 08.17.28,11.74
25.04.27 08.17.29,10.68
25.04.27 08.17.30,11.32
25.04.27 08.17.31,12.54
25.04.27 08.17.32,9.79
25.04.27 08.17.33,13.65
25.04.27 08.17.34,13.13
25.04.27 08.17.35,9.80
25.04.27 08.17.36,11.32
25.04.27 08.17.37,10.57
25.04.27 08.17.38,6.88
25.04.27 08.17.39,13.16
25.04.27 08.17.40,8.07
25.04.27 08.17.41,11.76
25.04.27 08.17.42,9.89
25.04.27 08.17.43,7.62
25.04.27 08.17.44,12.16
25.04.27 08.17.45,11.33
25.04.27 08.17.46,8.57
25.04.27 08.17.47,7.53
25.04.27 08.17.48,10.23
25.04.27 08.17.49,10.48
25.04.27 08.17.50,11.43
25.04.27 08.17.51,5.54
25.04.27 08.17.52,12.68
25.04.27 08.17.53,9.59
25.04.27 08.17.54,11.19
25.04.27 08.17.55,9.76
25.04.27 08.17.56,11.61
25.04.27 08.17.57,7.35
25.04.27 08.17.58,7.39
25.04.27 08.17.59,11.13
25.04.27 08.18.00,12.59
25.04.27 08.18.01,10.84
25.04.27 08.18.02,8.05
25.04.27 08.18.03,12.52
25.04.27 08.18.04,10.15
25.04.27 08.18.05,9.33
25.04.27 08.18.06,10.91
25.04.27 08.18.07,9.97
25.04.27 08.18.08,8.09
25.04.27 08.18.09,10.78
25.04.27 08.18.10,8.17
25.04.27 08.18.11,11.57
25.04.27 08.18.12,9.90
25.04.27 08.18.13,9.95
25.04.27 08.18.14,11.69
25.04.27 08.18.15,7.82
25.04.27 08.18.16,9.56
25.04.27 08.18.17,
25.04.27 08.18.18,9.41
25.04.27 08.18.19,2.52
25.04.27 08.18.20,10.34
25.04.27 08.18.21,11.40
25.04.27 08.18.22,11.00
25.04.27 08.18.23,11.00
25.04.27 08.18.24,9.18
25.04.27 08.18.25,8.41
25.04.27 08.18.26,11.10
25.04.27 08.18.27,10.05
25.04.27 08.18.28,9.32
25.04.27 08.18.29,9.13
25.04.27 08.18.30,10.23
25.04.27 08.18.31,10.51
25.04.27 08.18.32,8.78
25.04.27 08.18.33,10.02
25.04.27 08.18.34,6.98
25.04.27 08.18.35,11.18
25.04.27 08.18.36,10.56
25.04.27 08.18.37,10.36
25.04.27 08.18.38,9.40
25.04.27 08.18.39,13.01
25.04.27 08.18.40,8.98
25.04.27 08.18.41,7.00
25.04.27 08.18.42,9.11
25.04.27 08.18.43,7.53
25.04.27 08.18.44,4.04
25.04.27 08.18.45,"13,64"
25.04.27 08.18.46,8.75
25.04.27 08.18.47,12.22
25.04.27 08.18.48,10.71
25.04.27 08.18.49,12.34
25.04.27 08.18.50,8.21
25.04.27 08.18.51,14.18
27/04/25 08:18:52,7.89
25.04.27 08.18.53,10.35
25.04.27 08.18.54,9.12
25.04.27 08.18.55,12.28
25.04.27 08.18.56,11.05
25.04.27 08.18.57,6.06
25.04.27 08.18.58,9.48
25.04.27 08.18.59,12.68
25.04.27 08.19.00,8.48
25.04.27 08.19.01,9.31
25.04.27 08.19.02,9.93
25.04.27 08.19.03,9.14
25.04.27 08.19.04,12.46
25.04.27 08.19.05,8.70
25.04.27 08.19.06,10.11
25.04.27 08.19.07,11.59
25.04.27 08.19.08,10.59
25.04.27 08.19.09,11.71
25.04.27 08.19.10,9.24
25.04.27 08.19.11,9.05
25.04.27 08.19.12,10.31
25.04.27 08.19.13,9.78
25.04.27 08.19.14,10.15
25.04.27 08.19.15,10.10
25.04.27 08.19.16,10.66
25.04.27 08.19.17,10.35
25.04.27 08.19.18,11.15
25.04.27 08.19.19,1000.00
25.04.27 08.19.20,11.42
25.04.27 08.19.21,9.30
25.04.27 08.19.22,14.50
25.04.27 08.19.23,12.43
25.04.27 08.19.24,13.60
25.04.27 08.19.25,9.96
25.04.27 08.19.26,8.24
25.04.27 08.19.27,4.65
25.04.27 08.19.28,7.93
25.04.27 08.19.29,10.20
25.04.27 08.19.30,12.88
25.04.27 08.19.31,8.84
25.04.27 08.19.32,9.15
25.04.27 08.19.33,11.38
25.04.27 08.19.34,5.95
25.04.27 08.19.35,11.55
25.04.27 08.19.36,12.35
25.04.27 08.19.37,13.37
25.04.27 08.19.38,10.42
25.04.27 08.19.39,10.07
25.04.27 08.19.40,10.94
25.04.27 08.19.41,11.80
25.04.27 08.19.42,12.06
25.04.27 08.19.43,10.16
25.04.27 08.19.44,8.99
25.04.27 08.19.45,8.33
25.04.27 08.19.46,10.82
25.04.27 08.19.47,10.84
25.04.27 08.19.48,8.67
25.04.27 08.19.49,9.86
25.04.27 08.19.50,14.76
25.04.27 08.19.51,12.84
25.04.27 08.19.52,14.06
25.04.27 08.19.53,11.63
25.04.27 08.19.54,13.11
25.04.27 08.19.55,8.68
25.04.27 08.19.56,12.30
25.04.27 08.19.57,10.94
25.04.27 08.19.58,12.19
25.04.27 08.19.59,10.22
25.04.27 08.20.00,7.81
25.04.27 08.20.01,8.95
25.04.27 08.20.02,13.18
25.04.27 08.20.03,8.18
25.04.27 08.20.04,10.69
25.04.27 08.20.05,9.55
25.04.27 08.20.06,12.23
25.04.27 08.20.07,"7,08"
25.04.27 08.20.08,8.81
25.04.27 08.20.09,7.00
25.04.27 08.20.10,8.85
25.04.27 08.20.11,11.63
25.04.27 08.20.12,6.53
25.04.27 08.20.13,8.10
25.04.27 08.20.14,8.40
25.04.27 08.20.15,9.39
25.04.27 08.20.16,9.02
25.04.27 08.20.17,10.25
25.04.27 08.20.18,11.51
25.04.27 08.20.19,6.37
25.04.27 08.20.20,10.80
25.04.27 08.20.21,9.53
25.04.27 08.20.22,10.57
25.04.27 08.20.23,9.24
25.04.27 08.20.24,12.24
25.04.27 08.20.25,9.46
25.04.27 08.20.26,12.83
25.04.27 08.20.27,13.08
25.04.27 08.20.28,9.52
25.04.27 08.20.29,10.91
25.04.27 08.20.30,10.45
25.04.27 08.20.31,10.50
25.04.27 08.20.32,5.89
25.04.27 08.20.33,4.11
25.04.27 08.20.34,10.27
25.04.27 08.20.35,12.06
25.04.27 08.20.36,10.83
25.04.27 08.20.37,11.16
25.04.27 08.20.38,10.59
25.04.27 08.20.39,10.15
25.04.27 08.20.40,12.02
25.04.27 08.20.41,9.13
25.04.27 08.20.42,11.78
25.04.27 08.20.43,9.53
25.04.27 08.20.44,9.93
25.04.27 08.20.45,12.69
25.04.27 08.20.46,10.34
25.04.27 08.20.47,10.96
25.04.27 08.20.48,11.88
25.04.27 08.20.49,5.09
25.04.27 08.20.50,10.80
25.04.27 08.20.51,10.24
25.04.27 08.20.52,7.08
25.04.27 08.20.53,9.23
25.04.27 08.20.54,10.67
25.04.27 08.20.55,8.04
25.04.27 08.20.56,10.51
25.04.27 08.20.57,8.43
25.04.27 08.20.58,8.51
25.04.27 08.20.59,8.81
25.04.27 08.21.00,11.56
25.04.27 08.21.01,12.77
25.04.27 08.21.02,11.17
25.04.27 08.21.03,8.95
25.04.27 08.21.04,11.02
